environment,corpus_name,backend,seed,method,budget,n_queries,selected_probe_pairs,ndcg,recall_at_10,delta_vs_zero_budget,delta_vs_original_frozen_router,delta_recall_vs_zero_budget,delta_recall_vs_original_frozen_router,changed_action_fraction_vs_zero_budget,changed_action_fraction_vs_original_frozen_router,posterior_world_0,posterior_world_1,measured_onboarding_generation_seconds,onboarding_search_calls,onboarding_sample_calls,onboarding_llm_calls,onboarding_input_tokens,onboarding_output_tokens,mean_task_search_calls,mean_task_sample_calls,mean_task_llm_calls,mean_task_input_tokens,mean_task_output_tokens
fiqa_bm25,fiqa,bm25,11,information_gain,0,150,0,0.23978653908293807,0.30944444444444447,0.0,-0.012727618819961721,0.0,-0.013888888888888886,0.0,0.34,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,information_gain,4,150,4,0.23777211564811415,0.31444444444444447,-0.002014423434823939,-0.014742042254785656,0.005,-0.008888888888888889,0.4066666666666667,0.7466666666666667,0.6188334574090312,0.3811665425909688,74.45561634347541,8.0,16.0,48.0,20434.0,5505.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,information_gain,8,150,8,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.984692251210128,0.015307748789871997,74.45561634347541,16.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,information_gain,16,150,16,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9981048423846128,0.0018951576153871,74.45561634347541,32.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,information_gain,32,150,32,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9996980507990669,0.00030194920093313014,74.45561634347541,71.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,decision_value,0,150,0,0.23978653908293807,0.30944444444444447,0.0,-0.012727618819961721,0.0,-0.013888888888888886,0.0,0.34,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,decision_value,4,150,4,0.23777211564811415,0.31444444444444447,-0.002014423434823939,-0.014742042254785656,0.005,-0.008888888888888889,0.4066666666666667,0.7466666666666667,0.6188334574090312,0.3811665425909688,74.45561634347541,8.0,16.0,48.0,20434.0,5505.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,decision_value,8,150,8,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.984692251210128,0.015307748789871997,74.45561634347541,16.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,decision_value,16,150,16,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9994324138926408,0.0005675861073592723,74.45561634347541,32.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,11,decision_value,32,150,32,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9992237052329294,0.000776294767070693,74.45561634347541,69.0,16.0,48.0,20434.0,5505.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,random,0,150,0,0.23978653908293807,0.30944444444444447,0.0,-0.012727618819961721,0.0,-0.013888888888888886,0.0,0.34,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,random,4,150,4,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9760307665575354,0.02396923344246464,73.66888182834373,8.0,16.0,48.0,19861.0,5219.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,random,8,150,8,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9727751582233756,0.027224841776624542,73.66888182834373,17.0,16.0,48.0,19861.0,5219.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,random,16,150,16,0.25734741150410106,0.3233333333333333,0.01756087242116294,0.0048332536012012225,0.013888888888888886,0.0,0.13333333333333333,0.34,0.39293146337352475,0.6070685366264752,73.66888182834373,34.0,16.0,48.0,19861.0,5219.0,1.0,0.0,0.0,0.0,0.0
fiqa_bm25,fiqa,bm25,23,random,32,150,32,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9799230378178095,0.02007696218219047,73.66888182834373,71.0,16.0,48.0,19861.0,5219.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,fixed,0,150,0,0.23978653908293807,0.30944444444444447,0.0,-0.012727618819961721,0.0,-0.013888888888888886,0.0,0.34,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,fixed,4,150,4,0.23978653908293807,0.30944444444444447,0.0,-0.012727618819961721,0.0,-0.013888888888888886,0.0,0.34,0.5345438632384192,0.46545613676158093,73.66888182834373,9.0,16.0,48.0,19861.0,5219.0,1.1333333333333333,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
fiqa_bm25,fiqa,bm25,23,fixed,8,150,8,0.23128133693078542,0.305,-0.008505202152152674,-0.0212328209721144,-0.004444444444444445,-0.018333333333333333,0.7933333333333333,1.0,0.9402587552487769,0.05974124475122311,73.66888182834373,18.0,16.0,48.0,19861.0,5219.0,1.0,0.0,0.13333333333333333,52.026666666666664,17.393333333333334
