environment,family,seed,budget,method,ndcg,delta_vs_source_router,onboarding_operations,task_searches,workload,total_operations,mean_profile_apply_seconds
scifact_bm25,body_terms,23,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,1,1,0.0
scifact_bm25,body_terms,23,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,10,10,0.0
scifact_bm25,body_terms,23,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,50,50,0.0
scifact_bm25,body_terms,23,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,200,200,0.0
scifact_bm25,body_terms,23,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,23,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,23,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,23,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,23,16,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,23,16,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,23,16,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,23,16,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,23,16,profile_router,0.6209204636764345,0.0,15,1,1,16,3.5036068099240463e-06
scifact_bm25,body_terms,23,16,profile_router,0.6209204636764345,0.0,15,1,10,25,3.5036068099240463e-06
scifact_bm25,body_terms,23,16,profile_router,0.6209204636764345,0.0,15,1,50,65,3.5036068099240463e-06
scifact_bm25,body_terms,23,16,profile_router,0.6209204636764345,0.0,15,1,200,215,3.5036068099240463e-06
scifact_bm25,body_terms,23,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,1,16,0.0
scifact_bm25,body_terms,23,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,10,25,0.0
scifact_bm25,body_terms,23,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,50,65,0.0
scifact_bm25,body_terms,23,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,200,215,0.0
scifact_bm25,body_terms,23,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,23,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,23,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,23,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,23,64,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,23,64,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,23,64,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,23,64,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,23,64,profile_router,0.6209204636764345,0.0,63,1,1,64,3.5311134221653143e-06
scifact_bm25,body_terms,23,64,profile_router,0.6209204636764345,0.0,63,1,10,73,3.5311134221653143e-06
scifact_bm25,body_terms,23,64,profile_router,0.6209204636764345,0.0,63,1,50,113,3.5311134221653143e-06
scifact_bm25,body_terms,23,64,profile_router,0.6209204636764345,0.0,63,1,200,263,3.5311134221653143e-06
scifact_bm25,body_terms,23,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,1,64,0.0
scifact_bm25,body_terms,23,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,10,73,0.0
scifact_bm25,body_terms,23,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,50,113,0.0
scifact_bm25,body_terms,23,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,200,263,0.0
scifact_bm25,body_terms,23,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,23,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,23,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,23,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,23,256,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,23,256,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,23,256,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,23,256,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,23,256,profile_router,0.6209204636764345,0.0,192,1,1,193,3.505280086149772e-06
scifact_bm25,body_terms,23,256,profile_router,0.6209204636764345,0.0,192,1,10,202,3.505280086149772e-06
scifact_bm25,body_terms,23,256,profile_router,0.6209204636764345,0.0,192,1,50,242,3.505280086149772e-06
scifact_bm25,body_terms,23,256,profile_router,0.6209204636764345,0.0,192,1,200,392,3.505280086149772e-06
scifact_bm25,body_terms,23,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,1,193,0.0
scifact_bm25,body_terms,23,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,10,202,0.0
scifact_bm25,body_terms,23,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,50,242,0.0
scifact_bm25,body_terms,23,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,200,392,0.0
scifact_bm25,body_terms,23,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,23,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,23,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,23,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,47,0,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,47,0,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,47,0,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,47,0,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,47,0,profile_router,0.6209204636764345,0.0,0,1,1,1,4.289726881931226e-06
scifact_bm25,body_terms,47,0,profile_router,0.6209204636764345,0.0,0,1,10,10,4.289726881931226e-06
scifact_bm25,body_terms,47,0,profile_router,0.6209204636764345,0.0,0,1,50,50,4.289726881931226e-06
scifact_bm25,body_terms,47,0,profile_router,0.6209204636764345,0.0,0,1,200,200,4.289726881931226e-06
scifact_bm25,body_terms,47,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,1,1,0.0
scifact_bm25,body_terms,47,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,10,10,0.0
scifact_bm25,body_terms,47,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,50,50,0.0
scifact_bm25,body_terms,47,0,probe_only,0.6061398767848605,-0.014780586891574037,0,1,200,200,0.0
scifact_bm25,body_terms,47,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,47,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,47,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,47,0,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,47,16,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,47,16,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,47,16,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,47,16,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,47,16,profile_router,0.6209204636764345,0.0,15,1,1,16,3.717772973080476e-06
scifact_bm25,body_terms,47,16,profile_router,0.6209204636764345,0.0,15,1,10,25,3.717772973080476e-06
scifact_bm25,body_terms,47,16,profile_router,0.6209204636764345,0.0,15,1,50,65,3.717772973080476e-06
scifact_bm25,body_terms,47,16,profile_router,0.6209204636764345,0.0,15,1,200,215,3.717772973080476e-06
scifact_bm25,body_terms,47,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,1,16,0.0
scifact_bm25,body_terms,47,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,10,25,0.0
scifact_bm25,body_terms,47,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,50,65,0.0
scifact_bm25,body_terms,47,16,probe_only,0.6061398767848605,-0.014780586891574037,15,1,200,215,0.0
scifact_bm25,body_terms,47,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,47,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,47,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,47,16,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,47,64,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,47,64,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,47,64,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,47,64,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,47,64,profile_router,0.6209204636764345,0.0,63,1,1,64,3.5661063157022e-06
scifact_bm25,body_terms,47,64,profile_router,0.6209204636764345,0.0,63,1,10,73,3.5661063157022e-06
scifact_bm25,body_terms,47,64,profile_router,0.6209204636764345,0.0,63,1,50,113,3.5661063157022e-06
scifact_bm25,body_terms,47,64,profile_router,0.6209204636764345,0.0,63,1,200,263,3.5661063157022e-06
scifact_bm25,body_terms,47,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,1,64,0.0
scifact_bm25,body_terms,47,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,10,73,0.0
scifact_bm25,body_terms,47,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,50,113,0.0
scifact_bm25,body_terms,47,64,probe_only,0.6061398767848605,-0.014780586891574037,63,1,200,263,0.0
scifact_bm25,body_terms,47,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,47,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,47,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,47,64,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_bm25,body_terms,47,256,source_router,0.6209204636764345,0.0,0,1,1,1,0.0
scifact_bm25,body_terms,47,256,source_router,0.6209204636764345,0.0,0,1,10,10,0.0
scifact_bm25,body_terms,47,256,source_router,0.6209204636764345,0.0,0,1,50,50,0.0
scifact_bm25,body_terms,47,256,source_router,0.6209204636764345,0.0,0,1,200,200,0.0
scifact_bm25,body_terms,47,256,profile_router,0.6209204636764345,0.0,192,1,1,193,3.5172196415563426e-06
scifact_bm25,body_terms,47,256,profile_router,0.6209204636764345,0.0,192,1,10,202,3.5172196415563426e-06
scifact_bm25,body_terms,47,256,profile_router,0.6209204636764345,0.0,192,1,50,242,3.5172196415563426e-06
scifact_bm25,body_terms,47,256,profile_router,0.6209204636764345,0.0,192,1,200,392,3.5172196415563426e-06
scifact_bm25,body_terms,47,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,1,193,0.0
scifact_bm25,body_terms,47,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,10,202,0.0
scifact_bm25,body_terms,47,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,50,242,0.0
scifact_bm25,body_terms,47,256,probe_only,0.6061398767848605,-0.014780586891574037,192,1,200,392,0.0
scifact_bm25,body_terms,47,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,1,2,0.0
scifact_bm25,body_terms,47,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,10,20,0.0
scifact_bm25,body_terms,47,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,50,100,0.0
scifact_bm25,body_terms,47,256,rrf_extra,0.6104794412926243,-0.010441022383810148,0,2,200,400,0.0
scifact_dense,exact_title,11,0,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,11,0,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,11,0,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,11,0,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,11,0,profile_router,0.6486654853531157,0.0,0,1,1,1,3.627499875922998e-06
scifact_dense,exact_title,11,0,profile_router,0.6486654853531157,0.0,0,1,10,10,3.627499875922998e-06
scifact_dense,exact_title,11,0,profile_router,0.6486654853531157,0.0,0,1,50,50,3.627499875922998e-06
scifact_dense,exact_title,11,0,profile_router,0.6486654853531157,0.0,0,1,200,200,3.627499875922998e-06
scifact_dense,exact_title,11,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,1,1,0.0
scifact_dense,exact_title,11,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,10,10,0.0
scifact_dense,exact_title,11,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,50,50,0.0
scifact_dense,exact_title,11,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,200,200,0.0
scifact_dense,exact_title,11,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,11,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,11,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,11,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,11,16,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,11,16,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,11,16,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,11,16,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,11,16,profile_router,0.6486654853531157,0.0,15,1,1,16,3.5777796680728595e-06
scifact_dense,exact_title,11,16,profile_router,0.6486654853531157,0.0,15,1,10,25,3.5777796680728595e-06
scifact_dense,exact_title,11,16,profile_router,0.6486654853531157,0.0,15,1,50,65,3.5777796680728595e-06
scifact_dense,exact_title,11,16,profile_router,0.6486654853531157,0.0,15,1,200,215,3.5777796680728595e-06
scifact_dense,exact_title,11,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,1,16,0.0
scifact_dense,exact_title,11,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,10,25,0.0
scifact_dense,exact_title,11,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,50,65,0.0
scifact_dense,exact_title,11,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,200,215,0.0
scifact_dense,exact_title,11,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,11,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,11,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,11,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,11,64,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,11,64,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,11,64,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,11,64,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,11,64,profile_router,0.6486654853531157,0.0,63,1,1,64,3.4988865566750366e-06
scifact_dense,exact_title,11,64,profile_router,0.6486654853531157,0.0,63,1,10,73,3.4988865566750366e-06
scifact_dense,exact_title,11,64,profile_router,0.6486654853531157,0.0,63,1,50,113,3.4988865566750366e-06
scifact_dense,exact_title,11,64,profile_router,0.6486654853531157,0.0,63,1,200,263,3.4988865566750366e-06
scifact_dense,exact_title,11,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,1,64,0.0
scifact_dense,exact_title,11,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,10,73,0.0
scifact_dense,exact_title,11,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,50,113,0.0
scifact_dense,exact_title,11,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,200,263,0.0
scifact_dense,exact_title,11,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,11,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,11,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,11,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,11,256,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,11,256,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,11,256,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,11,256,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,11,256,profile_router,0.6486654853531157,0.0,192,1,1,193,3.435553517192602e-06
scifact_dense,exact_title,11,256,profile_router,0.6486654853531157,0.0,192,1,10,202,3.435553517192602e-06
scifact_dense,exact_title,11,256,profile_router,0.6486654853531157,0.0,192,1,50,242,3.435553517192602e-06
scifact_dense,exact_title,11,256,profile_router,0.6486654853531157,0.0,192,1,200,392,3.435553517192602e-06
scifact_dense,exact_title,11,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,1,193,0.0
scifact_dense,exact_title,11,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,10,202,0.0
scifact_dense,exact_title,11,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,50,242,0.0
scifact_dense,exact_title,11,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,200,392,0.0
scifact_dense,exact_title,11,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,11,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,11,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,11,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,23,0,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,23,0,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,23,0,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,23,0,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,23,0,profile_router,0.6486654853531157,0.0,0,1,1,1,3.5405531525611876e-06
scifact_dense,exact_title,23,0,profile_router,0.6486654853531157,0.0,0,1,10,10,3.5405531525611876e-06
scifact_dense,exact_title,23,0,profile_router,0.6486654853531157,0.0,0,1,50,50,3.5405531525611876e-06
scifact_dense,exact_title,23,0,profile_router,0.6486654853531157,0.0,0,1,200,200,3.5405531525611876e-06
scifact_dense,exact_title,23,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,1,1,0.0
scifact_dense,exact_title,23,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,10,10,0.0
scifact_dense,exact_title,23,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,50,50,0.0
scifact_dense,exact_title,23,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,200,200,0.0
scifact_dense,exact_title,23,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,23,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,23,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,23,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,23,16,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,23,16,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,23,16,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,23,16,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,23,16,profile_router,0.6486654853531157,0.0,15,1,1,16,3.821666662891706e-06
scifact_dense,exact_title,23,16,profile_router,0.6486654853531157,0.0,15,1,10,25,3.821666662891706e-06
scifact_dense,exact_title,23,16,profile_router,0.6486654853531157,0.0,15,1,50,65,3.821666662891706e-06
scifact_dense,exact_title,23,16,profile_router,0.6486654853531157,0.0,15,1,200,215,3.821666662891706e-06
scifact_dense,exact_title,23,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,1,16,0.0
scifact_dense,exact_title,23,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,10,25,0.0
scifact_dense,exact_title,23,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,50,65,0.0
scifact_dense,exact_title,23,16,probe_only,0.6435738713255216,-0.005091614027594055,15,1,200,215,0.0
scifact_dense,exact_title,23,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,23,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,23,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,23,16,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,23,64,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,23,64,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,23,64,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,23,64,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,23,64,profile_router,0.6486654853531157,0.0,63,1,1,64,3.827780019491911e-06
scifact_dense,exact_title,23,64,profile_router,0.6486654853531157,0.0,63,1,10,73,3.827780019491911e-06
scifact_dense,exact_title,23,64,profile_router,0.6486654853531157,0.0,63,1,50,113,3.827780019491911e-06
scifact_dense,exact_title,23,64,profile_router,0.6486654853531157,0.0,63,1,200,263,3.827780019491911e-06
scifact_dense,exact_title,23,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,1,64,0.0
scifact_dense,exact_title,23,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,10,73,0.0
scifact_dense,exact_title,23,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,50,113,0.0
scifact_dense,exact_title,23,64,probe_only,0.6435738713255216,-0.005091614027594055,63,1,200,263,0.0
scifact_dense,exact_title,23,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,23,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,23,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,23,64,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,23,256,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,23,256,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,23,256,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,23,256,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,23,256,profile_router,0.6486654853531157,0.0,192,1,1,193,3.4708335685233275e-06
scifact_dense,exact_title,23,256,profile_router,0.6486654853531157,0.0,192,1,10,202,3.4708335685233275e-06
scifact_dense,exact_title,23,256,profile_router,0.6486654853531157,0.0,192,1,50,242,3.4708335685233275e-06
scifact_dense,exact_title,23,256,profile_router,0.6486654853531157,0.0,192,1,200,392,3.4708335685233275e-06
scifact_dense,exact_title,23,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,1,193,0.0
scifact_dense,exact_title,23,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,10,202,0.0
scifact_dense,exact_title,23,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,50,242,0.0
scifact_dense,exact_title,23,256,probe_only,0.6435738713255216,-0.005091614027594055,192,1,200,392,0.0
scifact_dense,exact_title,23,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,23,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,23,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,23,256,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,47,0,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,47,0,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,47,0,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,47,0,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,47,0,profile_router,0.6486654853531157,0.0,0,1,1,1,3.453892810891072e-06
scifact_dense,exact_title,47,0,profile_router,0.6486654853531157,0.0,0,1,10,10,3.453892810891072e-06
scifact_dense,exact_title,47,0,profile_router,0.6486654853531157,0.0,0,1,50,50,3.453892810891072e-06
scifact_dense,exact_title,47,0,profile_router,0.6486654853531157,0.0,0,1,200,200,3.453892810891072e-06
scifact_dense,exact_title,47,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,1,1,0.0
scifact_dense,exact_title,47,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,10,10,0.0
scifact_dense,exact_title,47,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,50,50,0.0
scifact_dense,exact_title,47,0,probe_only,0.6435738713255216,-0.005091614027594055,0,1,200,200,0.0
scifact_dense,exact_title,47,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,1,2,0.0
scifact_dense,exact_title,47,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,10,20,0.0
scifact_dense,exact_title,47,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,50,100,0.0
scifact_dense,exact_title,47,0,rrf_extra,0.6486950430086345,2.9557655518855917e-05,0,2,200,400,0.0
scifact_dense,exact_title,47,16,source_router,0.6486654853531157,0.0,0,1,1,1,0.0
scifact_dense,exact_title,47,16,source_router,0.6486654853531157,0.0,0,1,10,10,0.0
scifact_dense,exact_title,47,16,source_router,0.6486654853531157,0.0,0,1,50,50,0.0
scifact_dense,exact_title,47,16,source_router,0.6486654853531157,0.0,0,1,200,200,0.0
scifact_dense,exact_title,47,16,profile_router,0.6486654853531157,0.0,15,1,1,16,3.438059551020463e-06
