environment,seed,budget,method,future_tasks,ndcg,recall_at_10,measured_onboarding_generation_seconds,amortized_setup_generation_seconds_per_future_task,total_search_calls,total_sample_calls,total_llm_calls,total_input_tokens,total_output_tokens
fiqa_dense,11,8,information_gain,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,216.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,16,information_gain,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,33.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,16,information_gain,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,42.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,16,information_gain,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,82.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,16,information_gain,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,232.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,32,information_gain,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,66.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,32,information_gain,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,75.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,32,information_gain,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,115.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,32,information_gain,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,265.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,0,learned_value,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,11,0,learned_value,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,11,0,learned_value,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,11,0,learned_value,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,11,4,learned_value,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,9.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,4,learned_value,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,18.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,4,learned_value,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,58.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,4,learned_value,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,208.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,8,learned_value,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,17.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,8,learned_value,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,26.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,8,learned_value,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,66.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,8,learned_value,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,216.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,16,learned_value,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,36.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,16,learned_value,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,45.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,16,learned_value,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,85.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,16,learned_value,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,235.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,11,32,learned_value,1,0.3325277311740831,0.42606349206349203,74.45561634347541,74.45561634347541,74.0,16.0,49.0,20827.933333333334,5629.3133333333335
fiqa_dense,11,32,learned_value,10,0.3325277311740831,0.42606349206349203,74.45561634347541,7.445561634347541,83.0,16.0,58.0,24373.333333333332,6748.133333333333
fiqa_dense,11,32,learned_value,50,0.3325277311740831,0.42606349206349203,74.45561634347541,1.4891123268695083,123.0,16.0,98.0,40130.66666666667,11720.666666666668
fiqa_dense,11,32,learned_value,200,0.3325277311740831,0.42606349206349203,74.45561634347541,0.3722780817173771,273.0,16.0,248.0,99220.66666666667,30367.666666666668
fiqa_dense,23,0,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,0,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,0,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,0,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,4,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,4,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,4,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,4,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,8,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,8,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,8,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,8,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,16,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,16,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,16,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,16,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,32,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,32,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,32,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,32,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,0,random,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,0,random,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,0,random,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,0,random,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,4,random,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,9.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,4,random,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,18.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,4,random,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,58.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,4,random,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,208.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,8,random,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,18.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,8,random,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,27.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,8,random,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,67.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,8,random,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,217.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,16,random,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,35.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,16,random,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,44.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,16,random,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,84.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,16,random,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,234.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,32,random,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,72.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,32,random,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,81.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,32,random,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,121.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,32,random,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,271.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,0,fixed,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,0,fixed,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,0,fixed,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,0,fixed,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,4,fixed,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,10.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,4,fixed,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,19.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,4,fixed,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,59.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,4,fixed,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,209.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,8,fixed,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,19.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,8,fixed,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,28.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,8,fixed,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,68.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,8,fixed,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,218.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,16,fixed,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,37.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,16,fixed,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,46.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,16,fixed,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,86.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,16,fixed,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,236.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,32,fixed,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,73.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,32,fixed,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,82.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,32,fixed,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,122.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,32,fixed,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,272.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,0,information_gain,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,0,information_gain,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,0,information_gain,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,0,information_gain,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,4,information_gain,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,9.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,4,information_gain,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,18.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,4,information_gain,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,58.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,4,information_gain,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,208.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,8,information_gain,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,17.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,8,information_gain,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,26.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,8,information_gain,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,66.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,8,information_gain,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,216.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,16,information_gain,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,33.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,16,information_gain,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,42.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,16,information_gain,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,82.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,16,information_gain,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,232.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,32,information_gain,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,66.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,32,information_gain,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,75.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,32,information_gain,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,115.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,32,information_gain,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,265.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,0,learned_value,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,23,0,learned_value,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,23,0,learned_value,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,23,0,learned_value,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,23,4,learned_value,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,9.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,4,learned_value,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,18.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,4,learned_value,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,58.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,4,learned_value,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,208.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,8,learned_value,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,18.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,8,learned_value,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,27.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,8,learned_value,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,67.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,8,learned_value,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,217.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,16,learned_value,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,35.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,16,learned_value,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,44.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,16,learned_value,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,84.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,16,learned_value,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,234.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,23,32,learned_value,1,0.3325277311740831,0.42606349206349203,73.66888182834373,73.66888182834373,72.0,16.0,49.0,20254.933333333334,5343.3133333333335
fiqa_dense,23,32,learned_value,10,0.3325277311740831,0.42606349206349203,73.66888182834373,7.366888182834373,81.0,16.0,58.0,23800.333333333332,6462.133333333333
fiqa_dense,23,32,learned_value,50,0.3325277311740831,0.42606349206349203,73.66888182834373,1.4733776365668745,121.0,16.0,98.0,39557.66666666667,11434.666666666668
fiqa_dense,23,32,learned_value,200,0.3325277311740831,0.42606349206349203,73.66888182834373,0.3683444091417186,271.0,16.0,248.0,98647.66666666667,30081.666666666668
fiqa_dense,47,0,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,0,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,0,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,0,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,4,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,4,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,4,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,4,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,8,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,8,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,8,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,8,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,16,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,16,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,16,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,16,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,32,source_router,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,32,source_router,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,32,source_router,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,32,source_router,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,0,random,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,0,random,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,0,random,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,0,random,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,4,random,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,11.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,4,random,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,20.0,16.0,58.0,23488.333333333332,6310.133333333333
fiqa_dense,47,4,random,50,0.3325277311740831,0.42606349206349203,76.39591286834911,1.5279182573669823,60.0,16.0,98.0,39245.66666666667,11282.666666666668
fiqa_dense,47,4,random,200,0.3325277311740831,0.42606349206349203,76.39591286834911,0.38197956434174557,210.0,16.0,248.0,98335.66666666667,29929.666666666668
fiqa_dense,47,8,random,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,19.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,8,random,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,28.0,16.0,58.0,23488.333333333332,6310.133333333333
fiqa_dense,47,8,random,50,0.3325277311740831,0.42606349206349203,76.39591286834911,1.5279182573669823,68.0,16.0,98.0,39245.66666666667,11282.666666666668
fiqa_dense,47,8,random,200,0.3325277311740831,0.42606349206349203,76.39591286834911,0.38197956434174557,218.0,16.0,248.0,98335.66666666667,29929.666666666668
fiqa_dense,47,16,random,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,36.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,16,random,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,45.0,16.0,58.0,23488.333333333332,6310.133333333333
fiqa_dense,47,16,random,50,0.3325277311740831,0.42606349206349203,76.39591286834911,1.5279182573669823,85.0,16.0,98.0,39245.66666666667,11282.666666666668
fiqa_dense,47,16,random,200,0.3325277311740831,0.42606349206349203,76.39591286834911,0.38197956434174557,235.0,16.0,248.0,98335.66666666667,29929.666666666668
fiqa_dense,47,32,random,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,72.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,32,random,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,81.0,16.0,58.0,23488.333333333332,6310.133333333333
fiqa_dense,47,32,random,50,0.3325277311740831,0.42606349206349203,76.39591286834911,1.5279182573669823,121.0,16.0,98.0,39245.66666666667,11282.666666666668
fiqa_dense,47,32,random,200,0.3325277311740831,0.42606349206349203,76.39591286834911,0.38197956434174557,271.0,16.0,248.0,98335.66666666667,29929.666666666668
fiqa_dense,47,0,fixed,1,0.3325277311740831,0.42606349206349203,0.0,0.0,1.0,0.0,1.0,393.93333333333334,124.31333333333333
fiqa_dense,47,0,fixed,10,0.3325277311740831,0.42606349206349203,0.0,0.0,10.0,0.0,10.0,3939.3333333333335,1243.1333333333332
fiqa_dense,47,0,fixed,50,0.3325277311740831,0.42606349206349203,0.0,0.0,50.0,0.0,50.0,19696.666666666668,6215.666666666667
fiqa_dense,47,0,fixed,200,0.3325277311740831,0.42606349206349203,0.0,0.0,200.0,0.0,200.0,78786.66666666667,24862.666666666668
fiqa_dense,47,4,fixed,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,10.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,4,fixed,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,19.0,16.0,58.0,23488.333333333332,6310.133333333333
fiqa_dense,47,4,fixed,50,0.3325277311740831,0.42606349206349203,76.39591286834911,1.5279182573669823,59.0,16.0,98.0,39245.66666666667,11282.666666666668
fiqa_dense,47,4,fixed,200,0.3325277311740831,0.42606349206349203,76.39591286834911,0.38197956434174557,209.0,16.0,248.0,98335.66666666667,29929.666666666668
fiqa_dense,47,8,fixed,1,0.3325277311740831,0.42606349206349203,76.39591286834911,76.39591286834911,19.0,16.0,49.0,19942.933333333334,5191.3133333333335
fiqa_dense,47,8,fixed,10,0.3325277311740831,0.42606349206349203,76.39591286834911,7.639591286834912,28.0,16.0,58.0,23488.333333333332,6310.133333333333
